code,trading_date,open,high,low,close,pre_close,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,industry,area,float_mv,total_mv,avg_price,free_float_mv,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,avg_limit_turnover_5,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,signal,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight_profit,weight
SZSE.002263,2021-01-20,3.43,3.87,3.43,3.87,3.52,9.9432,3043306.41,112960.22020000001,3.87,3.17,,,大东南,1.46,16.2,塑料,浙江,72.69,72.69,3.71,52.406923896,true,false,false,,涨停,5天4板,3天3板,8.536666666666667,3.482,3.29,-2.5568181818181777,17.629179331306993,3.7117596778564277,false,2.66,炸板,3.16,-3.8251,3.8476831281832315,11.392405063291134,1,SZSE.002263,2021-01-20T09:30:00.000000,3.43,2021-01-21T11:30:00.000000,3.75,8.24159087942213,1.5,未涨停卖出,2021-01-20,3.296636351768852,0.4
SZSE.000301,2021-01-22,14.82,15.56,14.7,15.22,15.27,-0.3274,604088.82,91982.016,16.8,13.74,,,东方盛虹,0.49,3.49,化纤,江苏,263.58,735.87,15.23,214.42612452900005,false,false,false,,未涨停,未涨停,2天2板,6.779999999999999,14.346,13.705714285714285,-2.946954813359524,11.048572024181794,15.22657148331267,false,8.98,断板,13.434285714285716,3.5957,15.07381076070954,13.664398128455959,1,SZSE.000301,2021-01-22T09:30:00.000000,14.82,2021-01-25T11:30:00.000000,15.71,4.950618029958194,1.5,未涨停卖出,2021-01-22,1.9802472119832775,0.4
SZSE.000612,2021-01-22,8.16,8.67,8.0,8.19,8.44,-2.9621,977890.46,80604.13390000002,9.28,7.6,,,焦作万方,1.18,8.21,铝,河南,97.55,97.64,8.24,45.1165409604,false,false,true,断板,断板,断板,4天3板,4.52,7.944,7.555714285714286,-3.317535545023689,8.394781622234817,8.242654693655567,false,6.23,断板,7.374285714285714,3.9409,8.445863965246934,14.451762882603644,1,SZSE.000612,2021-01-22T09:30:00.000000,8.16,2021-01-25T11:30:00.000000,7.99,-3.05762852404642,1.5,未涨停卖出,2021-01-22,-1.223051409618568,0.4
SZSE.000615,2021-01-22,11.14,11.35,10.31,10.86,11.45,-5.1528,720528.54,76483.1253,12.6,10.31,,,奥园美谷,1.23,9.31,化纤,湖北,84.04,84.84,10.61,47.7858660738,false,false,true,断板,断板,断板,4天2板,6.615,10.792,10.39,-2.707423580786015,4.523580365736274,10.614864096847572,true,7.72,断板,10.15,2.8751,11.287601679977849,12.807881773399005,1,SZSE.000615,2021-01-22T09:30:00.000000,11.14,2021-01-25T11:30:00.000000,10.77,-4.283340925533911,1.5,未涨停卖出,2021-01-22,-1.7133363702135644,0.4
SHSE.600111,2021-01-26,17.52,19.36,17.51,18.89,18.01,4.8862,3506055.46,649150.0685,19.81,16.21,,,北方稀土,1.18,9.65,小金属,内蒙,686.29,686.29,18.52,431.8567122529,false,false,false,,未涨停,未涨停,4天3板,5.699999999999999,17.722,16.89857142857143,-2.7207107162687505,11.784597176430802,18.515111238428617,false,13.0,断板,16.177142857142858,-1.5847,18.773469857486976,11.329918756623107,1,SHSE.600111,2021-01-26T09:30:00.000000,17.52,2021-01-27T11:30:00.000000,17.57,-0.7124764306322059,1.5,未涨停卖出,2021-01-26,-0.2849905722528824,0.4
SHSE.603919,2021-01-26,38.0,38.99,35.98,36.4,39.57,-8.0111,179223.24,66257.56090000001,43.53,35.61,,,金徽酒,0.83,3.65,白酒,甘肃,178.84,184.64,36.97,37.123077264,false,false,false,,未涨停,未涨停,2天2板,3.9850000000000003,38.122,36.684285714285714,-3.9676522618145067,-0.7749522956501457,36.96929086875118,false,31.0,断板,36.26714285714286,2.2481,39.55126447143602,9.107023279631306,1,SHSE.603919,2021-01-26T09:30:00.000000,38.0,2021-01-27T11:30:00.000000,35.53,-7.430348258706459,1.5,未涨停卖出,2021-01-26,-2.972139303482584,0.4
SZSE.000831,2021-01-26,16.7,18.88,16.66,18.88,17.16,10.0233,983218.8,173760.2967,18.88,15.44,,,五矿稀土,1.0,10.02,小金属,山西,185.19,185.19,17.67,110.96348441599999,true,false,false,,涨停,5天3板,2天2板,7.8100000000000005,17.518,16.852857142857143,-2.6806526806526856,12.028481817411198,17.672597055711304,false,13.5,断板,16.262857142857143,-3.9731,17.702668855916787,5.516514406184116,1,SZSE.000831,2021-01-26T09:30:00.000000,16.7,2021-01-27T11:30:00.000000,18.2,7.897637560699508,1.5,未涨停卖出,2021-01-26,3.1590550242798034,0.4
SHSE.601015,2021-01-28,6.98,7.31,6.57,6.57,7.3,-10.0,1498635.59,101541.14490000001,8.03,6.57,,,陕西黑猫,1.56,9.2,焦炭加工,陕西,107.08,107.08,6.78,36.05201051940001,false,false,true,断板,断板,断板,8天7板,2.0666666666666664,6.992,6.63,-4.383561643835608,-0.9049773755656051,6.775572766158584,true,3.62,炸板,6.398571428571429,-5.3178,7.601125293227757,14.087966063853536,1,SHSE.601015,2021-01-28T09:30:00.000000,6.98,2021-01-29T11:30:00.000000,6.26,-11.207572452921639,1.5,止损卖出,2021-01-28,-4.483028981168656,0.4
SZSE.000831,2021-01-28,17.47,19.5,17.44,18.73,18.0,4.0556,1086251.93,202274.78470000002,19.8,16.2,,,五矿稀土,1.04,11.07,小金属,山西,183.72,183.72,18.62,110.081888936,false,false,true,断板,断板,断板,5天3板,8.940000000000001,18.128,17.759999999999998,-2.944444444444451,5.461711711711726,18.62135100648337,false,13.5,断板,17.167142857142856,-4.661,18.068629665487304,4.851460431056009,1,SZSE.000831,2021-01-28T09:30:00.000000,17.47,2021-01-29T11:30:00.000000,18.33,3.878717460208979,1.5,未涨停卖出,2021-01-28,1.5514869840835916,0.4
SZSE.002240,2021-01-28,29.0,30.48,28.33,28.65,30.14,-4.9436,676630.63,198043.07290000003,33.15,27.13,,,盛新锂能,0.78,9.72,小金属,深圳,199.47,214.79,29.27,150.8255570775,false,false,false,,未涨停,未涨停,3天2板,7.955,29.076,27.58142857142857,-3.7823490378234923,3.8742425027192176,29.26900795194566,false,20.3,断板,26.645714285714288,1.9966,28.5400876522806,13.11387518764743,1,SZSE.002240,2021-01-28T09:30:00.000000,29.0,2021-01-29T11:30:00.000000,27.79,-5.125922113570064,1.5,未涨停卖出,2021-01-28,-2.0503688454280256,0.4
SZSE.002648,2021-02-03,40.5,41.63,39.99,41.19,41.78,-1.4122,206429.63,84460.28590000002,45.96,37.6,,,卫星石化,1.39,2.14,化工原料,浙江,444.6,512.03,40.99,183.3489341394,false,false,true,断板,断板,断板,2天2板,1.68,37.766,36.53285714285714,-3.06366682623265,12.747819966370786,40.914807578737616,false,25.37,断板,35.48857142857143,7.9587,40.98947647587567,17.728041220513635,1,SZSE.002648,2021-02-03T09:30:00.000000,40.5,2021-02-04T11:30:00.000000,40.98,0.17836742214852908,1.5,未涨停卖出,2021-02-03,0.07134696885941164,0.4
SZSE.002331,2021-02-05,17.8,18.0,16.73,16.73,18.59,-10.0054,46857.0,8009.7678000000005,20.45,16.73,,,皖通科技,0.16,1.22,软件服务,安徽,64.08,68.94,17.09,36.7778017523,false,false,true,断板,断板,断板,7天5板,6.036666666666666,16.868000000000002,16.107142857142858,-4.24959655728886,3.866962305986696,17.094068762404763,true,10.27,炸板,15.867142857142857,3.7388,18.48533315666149,17.16034932925182,1,SZSE.002331,2021-02-05T09:30:00.000000,17.8,2021-02-18T09:30:00.000000,11.78,-34.47872994577673,4.0,止损卖出,2021-02-05,-13.791491978310692,0.4
SHSE.600055,2021-02-09,13.57,15.31,13.15,15.31,13.92,9.9856,780937.6,112914.4105,15.31,12.53,,,万东医疗,4.35,14.44,医疗保健,北京,82.8,82.8,14.46,46.0417977537,true,false,false,,涨停,6天5板,4天4板,1.46,13.280000000000001,12.27,-2.514367816091952,24.775876120619404,14.458826223759749,false,9.17,断板,11.45857142857143,2.4283,13.975921188428963,21.481112080787916,1,SHSE.600055,2021-02-09T09:30:00.000000,13.57,2021-02-10T11:30:00.000000,14.98,9.292153821900081,1.5,未涨停卖出,2021-02-09,3.716861528760033,0.4
SHSE.603987,2021-02-09,19.51,21.68,19.51,21.16,20.24,4.5455,185617.85,38675.0279,22.26,18.22,,,康德莱,0.8,4.25,医疗保健,上海,92.35,93.44,20.84,55.20855388400001,false,false,true,断板,断板,断板,2天1板,8.41,19.65,18.91,-3.6067193675889175,11.89846641988366,20.835834430794236,false,13.37,断板,18.257142857142856,-2.2222,19.702531121715467,10.860719874804378,1,SHSE.603987,2021-02-09T09:30:00.000000,19.51,2021-02-10T11:30:00.000000,20.19,2.45568671251637,1.5,未涨停卖出,2021-02-09,0.982274685006548,0.4
SZSE.002612,2021-02-09,22.94,25.54,21.58,23.98,23.98,0.0,416500.87,98444.62400000001,26.38,21.58,,,朗姿股份,1.05,15.94,服饰,北京,62.67,106.1,23.64,43.4326424246,false,false,true,断板,断板,断板,3天2板,19.225,24.168,23.49285714285714,-4.336947456213508,2.073578595317739,23.63611485373368,true,19.29,断板,23.084285714285716,-9.985,24.526359702074465,3.8801906058543154,1,SZSE.002612,2021-02-09T09:30:00.000000,22.94,2021-02-18T11:30:00.000000,27.5,18.68512711074097,2.5,未涨停卖出,2021-02-09,7.474050844296389,0.4
SHSE.600055,2021-02-18,13.67,14.51,13.61,13.68,14.06,-2.7027,417544.98,58407.0757,15.47,12.65,,,万东医疗,0.93,7.72,医疗保健,北京,73.98,73.98,13.99,41.13989505360001,false,false,true,断板,断板,断板,6天5板,5.193333333333333,14.112,13.448571428571428,-2.7738264580369885,1.720841300191204,13.988211689193342,false,9.17,断板,12.952857142857143,-8.1646,14.64511462700571,8.54747987206353,1,SHSE.600055,2021-02-18T09:30:00.000000,13.67,2021-02-19T11:30:00.000000,12.99,-5.919924881808951,1.5,未涨停卖出,2021-02-18,-2.3679699527235805,0.4
SHSE.600392,2021-02-23,23.0,26.16,22.86,25.49,24.0,6.2083,2084675.39,513446.78839999996,26.4,21.6,,,盛和资源,1.12,11.88,小金属,四川,447.39,447.39,24.63,303.5046600563,false,false,false,,未涨停,未涨停,3天3板,7.996666666666667,23.584,21.997142857142855,-4.166666666666666,15.878685543577095,24.629579783162306,false,9.0,断板,20.782857142857143,-3.1868,25.386010330841096,15.4797910365686,1,SHSE.600392,2021-02-23T09:30:00.000000,23.0,2021-02-24T11:30:00.000000,23.04,-0.8228423101881756,1.5,未涨停卖出,2021-02-23,-0.32913692407527023,0.4
SHSE.600997,2021-02-23,7.5,7.84,7.41,7.53,7.88,-4.4416,880421.4,66908.9629,8.67,7.09,,,开滦股份,0.96,5.54,煤炭开采,河北,119.56,119.56,7.6,37.8290140032,false,false,false,,未涨停,未涨停,3天3板,4.3500000000000005,7.894,7.4871428571428575,-4.822335025380709,0.5724098454493396,7.599652041624613,false,5.3,断板,7.292857142857144,-6.0787,8.363418882395537,8.050930460332994,1,SHSE.600997,2021-02-23T09:30:00.000000,7.5,2021-02-24T11:30:00.000000,7.52,-0.7310116086235512,1.5,未涨停卖出,2021-02-23,-0.29240464344942046,0.4
SHSE.601168,2021-02-23,17.89,18.25,17.34,17.37,18.38,-5.4951,1397335.14,249654.6951,20.22,16.54,,,西部矿业,0.94,5.86,铜,青海,413.93,413.93,17.87,289.7489877174,false,false,false,,未涨停,未涨停,2天2板,4.34,17.144,16.057142857142857,-2.665941240478773,8.1761565836299,17.866486568139983,false,11.88,断板,15.302857142857144,0.989,19.140132175655612,20.108289768483925,1,SHSE.601168,2021-02-23T09:30:00.000000,17.89,2021-02-24T11:30:00.000000,17.15,-5.0902558198387515,1.5,未涨停卖出,2021-02-23,-2.0361023279355006,0.4
SZSE.002145,2021-02-23,10.48,10.79,10.12,10.27,10.79,-4.8193,1404908.61,146950.59180000002,11.87,9.71,,,中核钛白,0.77,8.83,化工原料,甘肃,163.4,210.91,10.46,119.1904081602,false,false,true,断板,断板,断板,3天2板,9.53,9.952,9.379999999999999,-2.8730305838739456,9.488272921108749,10.45979722481735,false,5.49,炸板,8.98,4.6557,10.890617213958015,20.15590200445433,1,SZSE.002145,2021-02-23T09:30:00.000000,10.48,2021-02-24T11:30:00.000000,10.54,-0.428202498955599,1.5,未涨停卖出,2021-02-23,-0.1712809995822396,0.4
SZSE.002612,2021-02-23,30.02,33.66,28.57,33.49,30.85,8.5575,538884.93,165843.9131,33.94,27.77,,,朗姿股份,1.12,20.62,服饰,北京,87.53,148.17,30.78,60.657180767300005,false,false,true,断板,断板,断板,8天4板,17.225,29.522000000000002,27.93857142857143,-2.690437601296602,19.87012322953419,30.775385219994924,false,19.29,炸板,26.96,3.5235,31.42941325023135,14.42878338278932,1,SZSE.002612,2021-02-23T09:30:00.000000,30.02,2021-02-24T11:30:00.000000,33.97,12.03194553548049,1.5,未涨停卖出,2021-02-23,4.812778214192196,0.4
SZSE.002092,2021-02-24,11.7,12.09,11.08,11.08,12.31,-9.9919,1843545.78,210901.72360000003,13.54,11.08,,,中泰化学,1.35,8.59,化工原料,新疆,237.81,237.83,11.44,156.6872539228,false,false,false,,未涨停,未涨停,2天2板,5.77,11.402,10.781428571428572,-4.955320877335509,2.7693123095269594,11.440004684885016,true,5.91,断板,10.418571428571427,1.5677,12.206444482966843,18.15439462498288,1,SZSE.002092,2021-02-24T09:30:00.000000,11.7,2021-02-25T11:30:00.000000,10.74,-9.118510014032381,1.5,未涨停卖出,2021-02-24,-3.6474040056129526,0.4
SZSE.002612,2021-02-24,32.5,35.11,30.99,31.0,33.49,-7.4351,490421.95,162014.47250000003,36.84,30.14,,,朗姿股份,0.97,18.76,服饰,北京,81.02,137.16,33.04,56.14728587,false,false,false,,未涨停,未涨停,8天4板,17.225,30.445999999999998,28.94142857142857,-2.9561063003881816,7.1128880991164465,33.035730252285816,false,19.29,断板,27.93857142857143,8.5575,30.775385219994924,19.87012322953419,1,SZSE.002612,2021-02-24T09:30:00.000000,32.5,2021-02-25T11:30:00.000000,30.4,-7.39226942212015,1.5,未涨停卖出,2021-02-24,-2.95690776884806,0.4
SHSE.600096,2021-02-26,8.56,8.79,8.31,8.45,8.99,-6.0067,488713.87,41751.257900000004,9.89,8.09,,,云天化,0.62,3.59,农药化肥,云南,115.02,155.32,8.54,50.7813593885,false,false,false,,未涨停,未涨停,2天1板,6.49,8.856,8.625714285714285,-4.783092324805336,-2.0370983769460036,8.543088392396148,false,5.6,断板,8.495714285714286,-4.0555,8.988462817719132,5.818059525811338,1,SHSE.600096,2021-02-26T09:30:00.000000,8.56,2021-03-01T11:30:00.000000,8.66,0.16157530106476764,1.5,未涨停卖出,2021-02-26,0.06463012042590706,0.4
SHSE.600366,2021-02-26,6.9,7.33,6.83,7.09,7.11,-0.2813,670547.72,47718.9478,7.82,6.4,,,宁波韵升,0.78,6.78,矿物制品,浙江,70.13,70.13,7.12,47.030825143,false,false,false,,未涨停,未涨停,2天1板,10.82,7.252,7.04,-2.953586497890295,0.7102272727272702,7.116413400078373,false,5.78,断板,6.917142857142857,-1.931,7.232514263978267,2.7881040892193334,1,SHSE.600366,2021-02-26T09:30:00.000000,6.9,2021-03-01T11:30:00.000000,7.46,7.040161511284164,1.5,未涨停卖出,2021-02-26,2.8160646045136657,0.4
SZSE.002274,2021-02-26,7.09,7.53,6.96,7.32,7.34,-0.2725,1204145.48,87198.67430000001,8.07,6.61,,,华昌化工,0.82,12.84,农药化肥,江苏,68.66,69.71,7.24,40.08768200280001,false,false,false,,未涨停,未涨停,4天3板,17.88,7.0840000000000005,6.668571428571428,-3.4059945504087197,9.768637532133688,7.241539809624998,false,4.45,断板,6.328571428571428,0.5479,7.36418284194926,15.981941309255083,1,SZSE.002274,2021-02-26T09:30:00.000000,7.09,2021-03-01T11:30:00.000000,7.39,3.194184226961118,1.5,未涨停卖出,2021-02-26,1.2776736907844473,0.4
SHSE.601127,2021-03-01,18.65,20.08,17.91,19.47,19.2,1.4063,760460.84,143918.3285,21.12,17.28,,,小康股份,1.19,8.0,汽车配件,重庆,185.17,248.91,18.93,62.97995030909999,false,false,false,,未涨停,未涨停,5天3板,6.155,18.222,17.405714285714286,-2.864583333333337,11.85981615233092,18.925146559814966,false,12.93,炸板,16.655714285714286,9.215,18.834037604499095,15.275752637447463,1,SHSE.601127,2021-03-01T09:30:00.000000,18.65,2021-03-02T11:30:00.000000,18.53,-1.6320542061808836,1.5,未涨停卖出,2021-03-01,-0.6528216824723535,0.4
SZSE.000032,2021-03-02,22.08,22.5,21.29,21.62,23.06,-6.2446,63692.15,13966.997200000002,25.37,20.75,,,深桑达Ａ,0.8,1.55,元器件,深圳,88.95,89.34,21.93,35.947969429800004,false,false,true,断板,断板,断板,4天3板,1.72,23.338,22.397142857142857,-4.249783174327843,-3.4698303355019715,21.928914630766904,false,17.35,断板,22.01571428571429,-9.9922,23.42758230393394,4.743365128804081,1,SZSE.000032,2021-03-02T09:30:00.000000,22.08,2021-03-03T11:30:00.000000,21.72,-2.60923642656282,1.5,未涨停卖出,2021-03-02,-1.043694570625128,0.4
SHSE.600295,2021-03-03,21.61,24.45,21.58,24.45,22.23,9.9865,289837.44,68400.23220000001,24.45,20.01,,,鄂尔多斯,0.49,4.44,小金属,内蒙,159.55,349.13,23.6,56.85616203,true,false,false,,涨停,9天5板,7天4板,3.1000000000000005,20.998,20.169999999999998,-2.789023841655425,21.21963311849282,23.599515714739965,false,10.63,炸板,19.004285714285714,6.7211,22.234922639572375,16.973614974066003,1,SHSE.600295,2021-03-03T09:30:00.000000,21.61,2021-03-04T11:30:00.000000,24.86,13.894663655346607,1.5,未涨停卖出,2021-03-03,5.557865462138643,0.4
